block_id,point_count,BLOCKCE20
530330053032000,176,2000
530330040001003,174,1003
530330043011010,169,1010
530330058041009,71,1009
530330047033026,69,3026
530330032012000,68,2000
530330058014000,63,4000
530330058014030,59,4030
530330035003000,55,3000
530330058041032,46,1032
530330053031015,46,1015
530330047012006,45,2006
530330067012001,45,2001
530330041022007,44,2007
530330086003001,36,3001
530330058041002,34,1002
530330058041016,33,1016
530330047012002,33,2002
530330059011001,33,1001
530330039001004,33,1004
530330053032012,31,2012
530330034001007,29,1007
530330042012008,28,2008
530330058014036,26,4036
530330057001013,26,1013
530330063002001,26,2001
530330058041007,26,1007
530330060004005,26,4005
530330041021008,26,1008
530330071012001,25,2001
530330043021009,24,1009
530330053061004,24,1004
530330047013004,24,3004
530330066003009,23,3009
530330058041023,22,1023
530330062002002,22,2002
530330054012011,22,2011
530330072032004,22,2004
530330032012002,22,2002
530330067013001,21,3001
530330067013002,21,3002
530330080042001,21,2001
530330060001001,21,1001
530330058041028,20,1028
530330047022001,20,2001
530330040001004,19,1004
530330057002010,19,2010
530330058041024,19,1024
530330049022012,18,2012
530330046001008,18,1008
530330073022007,18,2007
530330019004003,17,4003
530330084011001,17,1001
530330068003008,17,3008
530330018001003,17,1003
530330042011014,17,1014
530330053031006,17,1006
530330041022000,16,2000
530330027004014,16,4014
530330059012000,16,2000
530330042011000,16,1000
530330088002008,16,2008
530330053032013,15,2013
530330019004012,15,4012
530330035001020,15,1020
530330066001019,15,1019
530330058041004,15,1004
530330072032014,14,2014
530330017011014,14,1014
530330052013005,14,3005
530330053062003,14,2003
530330022004007,14,4007
530330047013006,14,3006
530330016003012,13,3012
530330085001004,13,1004
530330017011015,13,1015
530330071012003,13,2003
530330057001019,13,1019
530330070013004,13,3004
530330046001000,13,1000
530330058014001,13,4001
530330025002012,13,2012
530330060004016,13,4016
530330045001014,13,1014
530330073032002,13,2002
530330054012002,13,2002
530330053052006,13,2006
530330018002013,13,2013
530330030002004,13,2004
530330053061005,13,1005
530330044012019,13,2019
530330066001014,12,1014
530330067013007,12,3007
530330047033028,12,3028
530330081022006,12,2006
530330054013024,12,3024
530330060004004,12,4004
530330053032009,12,2009
530330052021002,12,1002
530330047032016,12,2016
530330058041026,12,1026
530330031001016,12,1016
530330085002013,11,2013
530330079021005,11,1005
530330017021009,11,1009
530330075032000,11,2000
530330087001022,11,1022
530330013003023,11,3023
530330066001023,11,1023
530330040001018,11,1018
530330041013002,11,3002
530330040001006,11,1006
530330018002003,11,2003
530330053051000,11,1000
530330063001023,11,1023
530330072032011,11,2011
530330087001010,10,1010
530330053032021,10,2021
530330038001000,10,1000
530330017012015,10,2015
530330016003014,10,3014
530330042021019,10,1019
530330053031007,10,1007
530330053061008,10,1008
530330054012005,10,2005
530330071022001,10,2001
530330053071002,10,1002
530330072032016,10,2016
530330060004009,10,4009
530330058014039,10,4039
530330058012005,10,2005
530330058014041,10,4041
530330044012008,10,2008
530330088001001,10,1001
530330073021007,10,1007
530330043011003,10,1003
530330032011018,10,1018
530330074051000,10,1000
530330025001011,10,1011
530330050002009,10,2009
530330058014006,10,4006
530330047032003,9,2003
530330086003003,9,3003
530330032011003,9,1003
530330019004015,9,4015
530330085001001,9,1001
530330053061000,9,1000
530330054013022,9,3022
530330058012002,9,2002
530330024001008,9,1008
530330053032014,9,2014
530330071021002,9,1002
530330039002001,9,2001
530330047032018,9,2018
530330044021005,9,1005
530330050001044,9,1044
530330072032015,9,2015
530330058042000,9,2000
530330072032001,9,2001
530330047032010,9,2010
530330067031009,9,1009
530330056003037,9,3037
530330040001005,9,1005
530330053032025,9,2025
530330053031001,9,1001
530330058014002,9,4002
530330059011003,9,1003
530330081022036,9,2036
530330026003009,8,3009
530330053032020,8,2020
530330064003015,8,3015
530330043022003,8,2003
530330073022005,8,2005
530330077004013,8,4013
530330059013012,8,3012
530330050001038,8,1038
530330053061007,8,1007
530330027004015,8,4015
530330029001019,8,1019
530330074051003,8,1003
530330072012004,8,2004
530330061002000,8,2000
530330032011022,8,1022
530330045001002,8,1002
530330057005001,8,5001
530330020003008,8,3008
530330052011020,8,1020
530330057004003,8,4003
530330065002012,8,2012
530330084013004,8,3004
530330047032024,8,2024
530330044021006,8,1006
530330047013008,8,3008
530330060004018,8,4018
530330066001018,8,1018
530330047013007,7,3007
530330040001008,7,1008
530330071021005,7,1005
530330057003004,7,3004
530330038001009,7,1009
530330062001042,7,1042
530330079012005,7,2005
530330072022005,7,2005
530330066001017,7,1017
530330062001043,7,1043
530330082001004,7,1004
530330057003013,7,3013
530330061002025,7,2025
530330027004013,7,4013
530330017011002,7,1002
530330031005000,7,5000
530330047032001,7,2001
530330044023000,7,3000
530330079023003,7,3003
530330032011001,7,1001
530330016002006,7,2006
530330027004024,7,4024
530330052011019,7,1019
530330078001035,7,1035
530330086001010,7,1010
530330017023004,7,3004
530330016003003,7,3003
530330058014029,7,4029
530330053032007,7,2007
530330048003036,7,3036
530330081021011,7,1011
530330029001002,7,1002
530330042023002,7,3002
530330075031003,7,1003
530330054011002,7,1002
530330036023015,7,3015
530330060004015,7,4015
530330048004012,7,4012
530330071021006,7,1006
530330041011001,7,1001
530330051001002,7,1002
530330070022017,7,2017
530330065002001,7,2001
530330086002003,7,2003
530330019004006,6,4006
530330071021008,6,1008
530330084011005,6,1005
530330082001000,6,1000
530330084011004,6,1004
530330087003017,6,3017
530330022002010,6,2010
530330018002006,6,2006
530330039001022,6,1022
530330041023001,6,3001
530330072031003,6,1003
530330071012005,6,2005
530330071021003,6,1003
530330054013016,6,3016
530330058041027,6,1027
530330066002013,6,2013
530330063003014,6,3014
530330058041008,6,1008
530330066001016,6,1016
530330036021015,6,1015
530330087001004,6,1004
530330054013005,6,3005
530330059011018,6,1018
530330047013009,6,3009
530330067021000,6,1000
530330067033003,6,3003
530330052011021,6,1021
530330086001012,6,1012
530330016003004,6,3004
530330074051004,6,1004
530330073011009,6,1009
530330028004004,6,4004
530330052021000,6,1000
530330051001026,6,1026
530330019001019,6,1019
530330022004013,6,4013
530330030002014,6,2014
530330067023007,6,3007
530330079021003,6,1003
530330073023002,6,3002
530330043021010,6,1010
530330072031021,6,1021
530330075013014,6,3014
530330022002001,6,2001
530330047012001,6,2001
530330047021006,6,1006
530330015001013,6,1013
530330032011005,6,1005
530330076003007,6,3007
530330071022003,6,2003
530330047032029,6,2029
530330047033019,6,3019
530330074032005,5,2005
530330047033024,5,3024
530330047033015,5,3015
530330017024010,5,4010
530330032013005,5,3005
530330047023002,5,3002
530330047031014,5,1014
530330044012005,5,2005
530330041013004,5,3004
530330072031019,5,1019
530330021003003,5,3003
530330063004028,5,4028
530330070023013,5,3013
530330070023014,5,3014
530330074051005,5,1005
530330053052004,5,2004
530330049013010,5,3010
530330053032010,5,2010
530330021003011,5,3011
530330053031002,5,1002
530330083001010,5,1010
530330047033003,5,3003
530330073011008,5,1008
530330027001018,5,1018
530330027002027,5,2027
530330058014005,5,4005
530330052012014,5,2014
530330086002004,5,2004
530330036022010,5,2010
530330058012003,5,2003
530330053032023,5,2023
530330032011006,5,1006
530330047032007,5,2007
530330033023005,5,3005
530330056005004,5,5004
530330062002015,5,2015
530330067032005,5,2005
530330024001023,5,1023
530330057001024,5,1024
530330063004001,5,4001
530330058041017,5,1017
530330054022007,5,2007
530330036023000,5,3000
530330054013023,5,3023
530330061004003,5,4003
530330034002012,5,2012
530330060002006,5,2006
530330061003007,5,3007
530330036013006,5,3006
530330052022011,5,2011
530330058014007,5,4007
530330051001025,5,1025
530330076001008,5,1008
530330087001025,5,1025
530330039001017,5,1017
530330061001014,5,1014
530330059013014,5,3014
530330060004007,5,4007
530330083002011,5,2011
530330079012004,5,2004
530330014004018,5,4018
530330021003008,5,3008
530330081021016,4,1016
530330013003022,4,3022
530330021002002,4,2002
530330061004006,4,4006
530330059012003,4,2003
530330042023020,4,3020
530330033023007,4,3007
530330036023014,4,3014
530330038002013,4,2013
530330038001002,4,1002
530330079012008,4,2008
530330058014009,4,4009
530330047033037,4,3037
530330047033038,4,3038
530330059011019,4,1019
530330053031003,4,1003
530330052022001,4,2001
530330067032001,4,2001
530330068002004,4,2004
530330025001014,4,1014
530330022004006,4,4006
530330061005010,4,5010
530330059021008,4,1008
530330062002001,4,2001
530330049012014,4,2014
530330060001003,4,1003
530330047012005,4,2005
530330060002017,4,2017
530330062002004,4,2004
530330032023004,4,3004
530330039001005,4,1005
530330067033005,4,3005
530330047033025,4,3025
530330028004003,4,4003
530330076002005,4,2005
530330047032017,4,2017
530330045001013,4,1013
530330070011013,4,1013
530330067021007,4,1007
530330058014012,4,4012
530330076003004,4,3004
530330077004000,4,4000
530330073022001,4,2001
530330051001012,4,1012
530330053062004,4,2004
530330070023001,4,3001
530330066001025,4,1025
530330065002005,4,2005
530330032021019,4,1019
530330047012015,4,2015
530330076003010,4,3010
530330071012002,4,2002
530330075022006,4,2006
530330067023010,4,3010
530330067022004,4,2004
530330082002000,4,2000
530330018003012,4,3012
530330022003021,4,3021
530330053071001,4,1001
530330086002015,4,2015
530330082002008,4,2008
530330059012001,4,2001
530330049022010,4,2010
530330081022027,4,2027
530330053031005,4,1005
530330058014008,4,4008
530330081022034,4,2034
530330087001021,4,1021
530330017011005,4,1005
530330047032002,4,2002
530330044022000,4,2000
530330032011025,4,1025
530330079011008,4,1008
530330047013005,4,3005
530330020002013,4,2013
530330017022004,4,2004
530330019002018,4,2018
530330016003008,4,3008
530330075031008,4,1008
530330073011001,4,1001
530330047033023,4,3023
530330049011017,4,1017
530330058032009,4,2009
530330087002015,3,2015
530330035003020,3,3020
530330085001011,3,1011
530330085003001,3,3001
530330034003015,3,3015
530330085001020,3,1020
530330048003043,3,3043
530330036022008,3,2008
530330026002017,3,2017
530330029002011,3,2011
530330059013005,3,3005
530330036021016,3,1016
530330036021011,3,1011
530330033013009,3,3009
530330049022019,3,2019
530330053031009,3,1009
530330049022013,3,2013
530330013003017,3,3017
530330081022031,3,2031
530330086002012,3,2012
530330087002010,3,2010
530330081021003,3,1003
530330088001021,3,1021
530330088002011,3,2011
530330058041035,3,1035
530330070023015,3,3015
530330067022001,3,2001
530330070023010,3,3010
530330070022011,3,2011
530330069003036,3,3036
530330058014010,3,4010
530330050001046,3,1046
530330041013006,3,3006
530330052021001,3,1001
530330053062002,3,2002
530330042021026,3,1026
530330070021013,3,1013
530330067012002,3,2002
530330027001025,3,1025
530330024002021,3,2021
530330024002010,3,2010
530330026004008,3,4008
530330026004010,3,4010
530330066001006,3,1006
530330054023007,3,3007
530330048003014,3,3014
530330052013007,3,3007
530330057005002,3,5002
530330047012009,3,2009
530330072031010,3,1010
530330072031004,3,1004
530330071022000,3,2000
530330074041001,3,1001
530330071021004,3,1004
530330071021000,3,1000
530330042021025,3,1025
530330051001013,3,1013
530330033022012,3,2012
530330044012009,3,2009
530330040001007,3,1007
530330059011009,3,1009
530330048003021,3,3021
530330053041002,3,1002
530330053052005,3,2005
530330052023000,3,3000
530330058042009,3,2009
530330058042006,3,2006
530330057003014,3,3014
530330063001006,3,1006
530330063003003,3,3003
530330061002002,3,2002
530330036013002,3,3002
530330039001021,3,1021
530330057005000,3,5000
530330044021003,3,1003
530330074061009,3,1009
530330071011008,3,1008
530330071021014,3,1014
530330071021013,3,1013
530330071011006,3,1006
530330072031018,3,1018
530330051001011,3,1011
530330080032005,3,2005
530330072011005,3,1005
530330072021004,3,1004
530330072021000,3,1000
530330072011000,3,1000
530330074051008,3,1008
530330079022003,3,2003
530330074052003,3,2003
530330080033006,3,3006
530330080043002,3,3002
530330080033008,3,3008
530330072012003,3,2003
530330071011007,3,1007
530330030002016,3,2016
530330029001018,3,1018
530330027003001,3,3001
530330022004008,3,4008
530330027001002,3,1002
530330054022008,3,2008
530330053032034,3,2034
530330018003001,3,3001
530330016003005,3,3005
530330017011004,3,1004
530330086001003,3,1003
530330009002022,3,2022
530330084013006,3,3006
530330081021002,3,1002
530330072022007,3,2007
530330073021003,3,1003
530330084021005,3,1005
530330080043009,3,3009
530330032011007,3,1007
530330047011005,3,1005
530330047022002,3,2002
530330080031000,3,1000
530330038002003,3,2003
530330088003014,2,3014
530330088003012,2,3012
530330019001002,2,1002
530330019001001,2,1001
530330021001006,2,1006
530330087003018,2,3018
530330019004016,2,4016
530330019001003,2,1003
530330083002010,2,2010
530330086004001,2,4001
530330080043015,2,3015
530330080043014,2,3014
530330080022005,2,2005
530330080022004,2,2004
530330080031001,2,1001
530330073021008,2,1008
530330075031004,2,1004
530330044022010,2,2010
530330072023012,2,3012
530330084021006,2,1006
530330054011003,2,1003
530330053031010,2,1010
530330049021022,2,1022
530330054011004,2,1004
530330058014028,2,4028
530330059013000,2,3000
530330033011008,2,1008
530330033021011,2,1011
530330036013005,2,3005
530330033021022,2,1022
530330054012012,2,2012
530330058041003,2,1003
530330059012010,2,2010
530330060004021,2,4021
530330024002023,2,2023
530330058014040,2,4040
530330059021002,2,1002
530330054013013,2,3013
530330049022017,2,2017
530330047023000,2,3000
530330047031008,2,1008
530330034003010,2,3010
530330044022005,2,2005
530330032013003,2,3003
530330034003008,2,3008
530330044011013,2,1013
530330047012011,2,2011
530330047032004,2,2004
530330047032005,2,2005
530330047021010,2,1010
530330045001009,2,1009
530330080032001,2,2001
530330079011006,2,1006
530330083002000,2,2000
530330047012003,2,2003
530330072023003,2,3003
530330075022008,2,2008
530330072023014,2,3014
530330079011005,2,1005
530330072011002,2,1002
530330075021001,2,1001
530330054023009,2,3009
530330052011018,2,1018
530330053031000,2,1000
530330059011006,2,1006
530330054023013,2,3013
530330052022013,2,2013
530330054012006,2,2006
530330060003004,2,3004
530330061004005,2,4005
530330062001001,2,1001
530330061003005,2,3005
530330036021008,2,1008
530330030004019,2,4019
530330030003016,2,3016
530330033011000,2,1000
530330036023009,2,3009
530330048003042,2,3042
530330030003014,2,3014
530330036022000,2,2000
530330026002019,2,2019
530330066002003,2,2003
530330047033035,2,3035
530330058013002,2,3002
530330052011012,2,1012
530330057003011,2,3011
530330066002005,2,2005
530330036013001,2,3001
530330061003003,2,3003
530330061005002,2,5002
530330059011011,2,1011
530330049021018,2,1018
530330057004008,2,4008
530330058012001,2,2001
530330058014034,2,4034
530330077004006,2,4006
530330073033004,2,3004
530330072023004,2,3004
530330079011000,2,1000
530330072012006,2,2006
530330024001009,2,1009
530330030002015,2,2015
530330029001017,2,1017
530330028001003,2,1003
530330053061003,2,1003
530330047032022,2,2022
530330029001000,2,1000
530330043021006,2,1006
530330042012013,2,2013
530330052012006,2,2006
530330029001021,2,1021
530330024001016,2,1016
530330031001017,2,1017
530330027003010,2,3010
530330066001007,2,1007
530330066001015,2,1015
530330062003001,2,3001
530330052022012,2,2012
530330048003033,2,3033
530330063003008,2,3008
530330067013003,2,3003
530330067031025,2,1025
530330053051006,2,1006
530330053051007,2,1007
530330058013014,2,3014
530330052022016,2,2016
530330044013002,2,3002
530330047033002,2,3002
530330047033008,2,3008
530330044013004,2,3004
530330076003012,2,3012
530330076002008,2,2008
530330072032018,2,2018
530330072032012,2,2012
530330073011004,2,1004
530330074061000,2,1000
530330047033021,2,3021
530330050001041,2,1041
530330052012011,2,2011
530330041013005,2,3005
530330049013008,2,3008
530330041013008,2,3008
530330053052002,2,2002
530330048003004,2,3004
530330050003019,2,3019
530330050003014,2,3014
530330049012004,2,2004
530330051001023,2,1023
530330070021006,2,1006
530330067012000,2,2000
530330030003004,2,3004
530330028001013,2,1013
530330031003003,2,3003
530330030003005,2,3005
530330028002001,2,2001
530330030004009,2,4009
530330047032023,2,2023
530330047033018,2,3018
530330047033016,2,3016
530330047032026,2,2026
530330077001004,2,1004
530330071011000,2,1000
530330074042000,2,2000
530330075011004,2,1004
530330075013009,2,3009
530330074041003,2,1003
530330071012006,2,2006
530330075013000,2,3000
530330047011001,2,1001
530330047021001,2,1001
530330035003002,2,3002
530330058014004,2,4004
530330047033022,2,3022
530330035002024,2,2024
530330033012002,2,2002
530330032022008,2,2008
530330033012007,2,2007
530330070012001,2,2001
530330042022006,2,2006
530330032023010,2,3010
530330044012007,2,2007
530330033011013,2,1013
530330033023009,2,3009
530330067023012,2,3012
530330065003009,2,3009
530330065002007,2,2007
530330064003018,2,3018
530330066001024,2,1024
530330073031002,2,1002
530330041013000,2,3000
530330057005015,2,5015
530330063002018,2,2018
530330017011000,2,1000
530330021003010,2,3010
530330080021004,2,1004
530330081011002,2,1002
530330021001019,2,1019
530330017011003,2,1003
530330022003015,2,3015
530330047013000,2,3000
530330048004000,2,4000
530330046003000,2,3000
530330045002014,2,2014
530330043021000,2,1000
530330079023007,2,3007
530330086002011,2,2011
530330043012012,2,2012
530330042013021,2,3021
530330047012004,2,2004
530330088003009,2,3009
530330081022030,2,2030
530330085002015,2,2015
530330059013010,2,3010
530330049022011,2,2011
530330088002006,2,2006
530330078001016,2,1016
530330085002003,2,2003
530330081013003,2,3003
530330087001020,2,1020
530330087001023,2,1023
530330081012003,2,2003
530330017024017,2,4017
530330087001016,2,1016
530330085001003,2,1003
530330085002001,2,2001
530330089001001,1,1001
530330018003005,1,3005
530330018003006,1,3006
530330016003002,1,3002
530330081011008,1,1008
530330081021007,1,1007
530330081011005,1,1005
530330075031007,1,1007
530330078003020,1,3020
530330081013014,1,3014
530330081021022,1,1022
530330085001009,1,1009
530330085001021,1,1021
530330086004000,1,4000
530330081013015,1,3015
530330053032018,1,2018
530330086002014,1,2014
530330047022003,1,2003
530330042023025,1,3025
530330042023023,1,3023
530330047013001,1,3001
530330016003013,1,3013
530330020003012,1,3012
530330020001011,1,1011
530330016003015,1,3015
530330016003017,1,3017
530330017022015,1,2015
530330018002011,1,2011
530330083002012,1,2012
530330075031011,1,1011
530330082003007,1,3007
530330067021006,1,1006
530330070023000,1,3000
530330067021008,1,1008
530330070011015,1,1015
530330070013000,1,3000
530330067022002,1,2002
530330065002006,1,2006
530330033013014,1,3014
530330032021020,1,1020
530330044012010,1,2010
530330033022011,1,2011
530330044012018,1,2018
530330044012020,1,2020
530330047011000,1,1000
530330047021003,1,1003
530330050001040,1,1040
530330072031002,1,1002
530330071021001,1,1001
530330073013004,1,3004
530330076001012,1,1012
530330077002010,1,2010
530330071011002,1,1002
530330076002002,1,2002
530330075011003,1,1003
530330071011004,1,1004
530330052013000,1,3000
530330053062001,1,2001
530330052013006,1,3006
530330027002025,1,2025
530330036022001,1,2001
530330026004014,1,4014
530330070021001,1,1001
530330070022000,1,2000
530330058041038,1,1038
530330058041030,1,1030
530330064003004,1,3004
530330067023001,1,3001
530330052012017,1,2017
530330052021003,1,1003
530330047033030,1,3030
530330050003000,1,3000
530330050001045,1,1045
530330053051009,1,1009
530330048002000,1,2000
530330049011023,1,1023
530330047032030,1,2030
530330051001024,1,1024
530330053073002,1,3002
530330043022004,1,2004
530330025002013,1,2013
530330077004001,1,4001
530330073033002,1,3002
530330075011008,1,1008
530330071011005,1,1005
530330073012003,1,2003
530330075011005,1,1005
530330072031020,1,1020
530330021003013,1,3013
530330043021002,1,1002
530330044023002,1,3002
530330047032008,1,2008
530330032011026,1,1026
530330053051008,1,1008
530330041011015,1,1015
530330054022005,1,2005
530330052022015,1,2015
530330058042015,1,2015
530330066001008,1,1008
530330063004002,1,4002
530330063003015,1,3015
530330063004003,1,4003
530330068002003,1,2003
530330063004006,1,4006
530330068002017,1,2017
530330068002012,1,2012
530330070011000,1,1000
530330065001015,1,1015
530330027004012,1,4012
530330047033011,1,3011
530330043021008,1,1008
530330043011006,1,1006
530330047032015,1,2015
530330050001003,1,1003
530330053061002,1,1002
530330047032021,1,2021
530330049011012,1,1012
530330050001002,1,1002
530330029001003,1,1003
530330028004008,1,4008
530330026001009,1,1009
530330025001000,1,1000
530330026001006,1,1006
530330071021010,1,1010
530330072032019,1,2019
530330075022001,1,2001
530330059013003,1,3003
530330059013002,1,3002
530330059011004,1,1004
530330049022004,1,2004
530330036012001,1,2001
530330058041006,1,1006
530330062001010,1,1010
530330061005006,1,5006
530330061005004,1,5004
530330061002020,1,2020
530330057003012,1,3012
530330063002008,1,2008
530330060003027,1,3027
530330069001002,1,1002
530330065001005,1,1005
530330063003009,1,3009
530330050003023,1,3023
530330050002008,1,2008
530330060004002,1,4002
530330028002013,1,2013
530330036021000,1,1000
530330028003002,1,3002
530330029002019,1,2019
530330036022014,1,2014
530330036022015,1,2015
530330061004007,1,4007
530330054012004,1,2004
530330061004012,1,4012
530330061003004,1,3004
530330048003027,1,3027
530330072012002,1,2002
530330080041000,1,1000
530330080041001,1,1001
530330080032002,1,2002
530330084022000,1,2000
530330041023021,1,3021
530330035003001,1,3001
530330044011003,1,1003
530330044011000,1,1000
530330047022005,1,2005
530330049022008,1,2008
530330054013009,1,3009
530330054013011,1,3011
530330058011007,1,1007
530330054013014,1,3014
530330054013021,1,3021
530330027004028,1,4028
530330033013006,1,3006
530330034002010,1,2010
530330026003013,1,3013
530330033011010,1,1010
530330036021012,1,1012
530330049022000,1,2000
530330046002009,1,2009
530330047032000,1,2000
530330075032002,1,2002
530330079011009,1,1009
530330079023001,1,3001
530330075032004,1,2004
530330075032003,1,2003
530330080031005,1,1005
530330080023000,1,3000
530330084023003,1,3003
530330077003017,1,3017
530330072022008,1,2008
530330021002007,1,2007
530330017012004,1,2004
530330016003000,1,3000
530330020002016,1,2016
530330092001004,1,1004
530330090002000,1,2000
530330017013020,1,3020
530330081021009,1,1009
530330083001009,1,1009
530330085001000,1,1000
530330088002002,1,2002
530330082002011,1,2011
530330085003005,1,3005
530330085003000,1,3000
530330081022026,1,2026
530330087003014,1,3014
